/usr/bin/sudo bazel-bin/fifo_per_cpu_agent --ghost_cpus 0-7 
Orca listening on port 8000...
Initializing...
Initialization complete, ghOSt active.
Received Metric. gtid=2709196650841303, created_at_us=1702076170660190, block_time_us=2, runnable_time_us=734476, queued_time_us=9, on_cpu_time_us=27, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2713594697352409, created_at_us=1702076170660411, block_time_us=1, runnable_time_us=533260, queued_time_us=44, on_cpu_time_us=6, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2711395674096856, created_at_us=1702076170660286, block_time_us=5, runnable_time_us=491700, queued_time_us=90, on_cpu_time_us=10, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2709196650841303, created_at_us=1702076170660190, block_time_us=0, runnable_time_us=845353, queued_time_us=0, on_cpu_time_us=17, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2713594697352409, created_at_us=1702076170660411, block_time_us=0, runnable_time_us=1014334, queued_time_us=15, on_cpu_time_us=12, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2711395674096856, created_at_us=1702076170660286, block_time_us=0, runnable_time_us=801133, queued_time_us=17, on_cpu_time_us=9, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2709196650841303, created_at_us=1702076170660190, block_time_us=88, runnable_time_us=499843, queued_time_us=32, on_cpu_time_us=41, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2713594697352409, created_at_us=1702076170660411, block_time_us=93, runnable_time_us=531856, queued_time_us=7, on_cpu_time_us=18, yielding_time_us=0, died_at_us=0, preempt_count=0
Received Metric. gtid=2711395674096856, created_at_us=1702076170660286, block_time_us=97, runnable_time_us=786689, queued_time_us=14, on_cpu_time_us=21, yielding_time_us=0, died_at_us=0, preempt_count=0
